comparison_type,condition,metric,class,channel,band,group_a,group_b,n,median_a,median_b,median_diff,statistic,effect_rrb,p_raw,p_fdr,significant
ME_vs_MI,ME_vs_MI,auc,elbow_extension,C1,alpha,ME,MI,4,1.8399247891244626,1.824200075687996,-0.07959749229249458,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_flexion,C1,alpha,ME,MI,4,1.6641444916035677,1.9084984620301595,-0.2443539704265918,1.0,-0.8,0.25,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_close,C1,alpha,ME,MI,4,1.6162271927047644,2.1387964503185564,-0.5225692576137919,1.0,-0.8,0.25,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_open,C1,alpha,ME,MI,4,1.585452361121621,2.00008920165407,-0.41463684053244887,1.0,-0.8,0.25,0.703125,False
ME_vs_MI,ME_vs_MI,auc,movement,C1,alpha,ME,MI,4,1.6526066572063636,1.9678960474226954,-0.31528939021633184,1.0,-0.8,0.25,0.703125,False
ME_vs_MI,ME_vs_MI,auc,rest,C1,alpha,ME,MI,4,2.456384783294778,2.1245047081225166,0.41809530794212135,2.0,0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_extension,C4,alpha,ME,MI,4,2.1906510215967336,2.4549081556722765,-0.35146734617563746,2.0,-0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_flexion,C4,alpha,ME,MI,4,2.404234368025394,2.3898665583480496,-0.14076491165916738,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_close,C4,alpha,ME,MI,4,2.2425503439007066,2.816918978702373,-0.5743686348016668,2.0,-0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_open,C4,alpha,ME,MI,4,2.0893233016864454,2.34338267493938,-0.4541848693841093,2.0,-0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,auc,movement,C4,alpha,ME,MI,4,2.2094681307426027,2.4972331765344746,-0.38019644050514523,2.0,-0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,auc,rest,C4,alpha,ME,MI,4,3.336402705247057,2.535165429919121,0.6279306925358783,1.0,0.8,0.25,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_extension,Cz,alpha,ME,MI,4,3.036700835635591,3.441262178934857,-0.40456134329926585,1.0,-0.8,0.25,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_flexion,Cz,alpha,ME,MI,4,2.8544840422020012,3.494705813390876,-0.6402217711888749,0.0,-1.0,0.125,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_close,Cz,alpha,ME,MI,4,2.9353605558700497,3.466100299637639,-0.4931735528837682,0.0,-1.0,0.125,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_open,Cz,alpha,ME,MI,4,2.7068844763343605,3.4907426353252804,-0.4580641277372426,0.0,-1.0,0.125,0.703125,False
ME_vs_MI,ME_vs_MI,auc,movement,Cz,alpha,ME,MI,4,2.8833574775105006,3.473202731822163,-0.5898452543116623,0.0,-1.0,0.125,0.703125,False
ME_vs_MI,ME_vs_MI,auc,rest,Cz,alpha,ME,MI,4,4.194623849158666,3.8897129504991916,0.3609845312630831,3.0,0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_extension,C1,beta,ME,MI,4,3.023048113374971,3.246364132834226,-0.39999780906316884,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_flexion,C1,beta,ME,MI,4,2.981106502318613,3.270622110465962,-0.5019872425646614,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_close,C1,beta,ME,MI,4,3.180310216746909,3.295622599804064,-0.3955311501313298,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_open,C1,beta,ME,MI,4,2.8977986677772556,3.326872164530976,-0.5399032365725709,2.0,-0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,auc,movement,C1,beta,ME,MI,4,3.0205658750544373,3.284870251908807,-0.45935485958293254,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,rest,C1,beta,ME,MI,4,4.812228333226836,3.8809153518595205,-0.0150286349226596,5.0,0.0,1.0,1.0,False
ME_vs_MI,ME_vs_MI,auc,elbow_extension,C4,beta,ME,MI,4,4.547367788678889,5.194987924368375,-0.7736634539624102,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_flexion,C4,beta,ME,MI,4,4.814086921034477,4.927058553087491,-0.37417658651805763,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,hand_close,C4,beta,ME,MI,4,5.0182336767400315,4.713244205915386,0.08344683381375795,4.0,0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,auc,hand_open,C4,beta,ME,MI,4,4.733536686014981,4.777849353138787,-0.2480067204759765,2.0,-0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,auc,movement,C4,beta,ME,MI,4,4.7783062681170945,4.90328500912751,-0.3280999817856717,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,rest,C4,beta,ME,MI,4,6.269745063802366,5.380390937879593,0.13581000531563125,3.0,0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_extension,Cz,beta,ME,MI,4,4.970747283760409,5.672181130640005,-0.6044085679199128,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,elbow_flexion,Cz,beta,ME,MI,4,4.957833439693213,5.487108701685171,-0.264387190127963,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,auc,hand_close,Cz,beta,ME,MI,4,5.184395139319662,5.861451342560459,-0.24827964618356996,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,auc,hand_open,Cz,beta,ME,MI,4,4.4916363100674355,6.029647554092792,-0.6785770584049351,2.0,-0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,auc,movement,Cz,beta,ME,MI,4,4.90115304321018,5.7625971822446065,-0.44891311565909475,3.0,-0.4,0.625,0.703125,False
ME_vs_MI,ME_vs_MI,auc,rest,Cz,beta,ME,MI,4,6.337943939088736,5.889022331046983,1.187561221495412,2.0,0.6,0.375,0.703125,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_extension,C1,alpha,ME,MI,4,-0.6604829771247969,-0.8524239756884107,0.2378407338584822,5.0,0.0,1.0,1.0,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_flexion,C1,alpha,ME,MI,4,-1.359681942644285,-0.4757374201468797,-0.8839445224974052,2.0,-0.6,0.375,0.5869565217391305,False
ME_vs_MI,ME_vs_MI,erds_band,hand_close,C1,alpha,ME,MI,4,-0.8861627806796564,-0.4061452892851947,-0.5167443254055337,1.0,-0.8,0.25,0.42857142857142855,False
ME_vs_MI,ME_vs_MI,erds_band,hand_open,C1,alpha,ME,MI,4,-1.1129074163605561,-0.02659233134819289,-1.0283993658320114,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,movement,C1,alpha,ME,MI,4,-0.9895822128726357,-0.37189551888510997,-0.42586481851665203,1.0,-0.8,0.25,0.42857142857142855,False
ME_vs_MI,ME_vs_MI,erds_band,rest,C1,alpha,ME,MI,4,-0.4157041872563252,-0.27227025655533854,-0.16119346809029408,4.0,-0.2,0.875,0.9545454545454546,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_extension,C4,alpha,ME,MI,4,-1.178660900894863,-0.29238890880681995,-0.418702583643327,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_flexion,C4,alpha,ME,MI,4,-1.0174044239211537,0.05722715197995709,0.05986243419027021,5.0,0.0,1.0,1.0,False
ME_vs_MI,ME_vs_MI,erds_band,hand_close,C4,alpha,ME,MI,4,-0.8326373776659118,-0.24047169630441967,-0.3721093261284691,3.0,-0.4,0.625,0.7758620689655172,False
ME_vs_MI,ME_vs_MI,erds_band,hand_open,C4,alpha,ME,MI,4,-1.2752826469038632,-0.5147997090033948,-0.15623165281729107,3.0,-0.4,0.625,0.7758620689655172,False
ME_vs_MI,ME_vs_MI,erds_band,movement,C4,alpha,ME,MI,4,-1.0759963373464478,-0.3628814314777781,-0.10767577267122364,2.0,-0.6,0.375,0.5869565217391305,False
ME_vs_MI,ME_vs_MI,erds_band,rest,C4,alpha,ME,MI,4,0.21219695137543787,-0.5151938293006595,0.6726678933850642,0.0,1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_extension,Cz,alpha,ME,MI,4,-0.9652044727456358,-0.9802982013647115,0.6344883007130327,4.0,0.2,0.875,0.9545454545454546,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_flexion,Cz,alpha,ME,MI,4,-1.1927655091438503,-0.8043402018652233,-0.09044857074439583,3.0,-0.4,0.625,0.7758620689655172,False
ME_vs_MI,ME_vs_MI,erds_band,hand_close,Cz,alpha,ME,MI,4,-1.0848704435477585,-0.7374543507531759,-0.04914716614432346,3.0,-0.4,0.625,0.7758620689655172,False
ME_vs_MI,ME_vs_MI,erds_band,hand_open,Cz,alpha,ME,MI,4,-1.399360054642237,-0.41406610503920244,-1.029870575161066,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,movement,Cz,alpha,ME,MI,4,-1.1605501200198702,-0.7308959777079658,-0.03243623015683578,3.0,-0.4,0.625,0.7758620689655172,False
ME_vs_MI,ME_vs_MI,erds_band,rest,Cz,alpha,ME,MI,4,0.14128535518050583,-0.687792520395636,0.8208838397912123,3.0,0.4,0.625,0.7758620689655172,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_extension,C1,beta,ME,MI,4,-1.9404453308581158,-0.7519175206957759,-0.8613970588166322,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_flexion,C1,beta,ME,MI,4,-2.412698416633618,-0.7564570263266509,-0.8747371912805093,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,hand_close,C1,beta,ME,MI,4,-2.0570873047382205,-0.8292079139963615,-0.9228408804891772,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,hand_open,C1,beta,ME,MI,4,-2.3544500333119087,-0.8303352971262987,-1.3824672340460697,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,movement,C1,beta,ME,MI,4,-2.2490528526813907,-0.7654543476210137,-0.961146875808646,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,rest,C1,beta,ME,MI,4,-0.5095928884362326,-0.6810492980985217,0.11189089610247621,4.0,0.2,0.875,0.9545454545454546,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_extension,C4,beta,ME,MI,4,-0.9249300840947532,-0.2831649086904492,-0.571834883757288,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_flexion,C4,beta,ME,MI,4,-0.9086452437578101,-0.3200105502441831,-0.3229844323569103,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,hand_close,C4,beta,ME,MI,4,-0.9787061778581521,-0.4570924328357632,-0.18044101983066557,1.0,-0.8,0.25,0.42857142857142855,False
ME_vs_MI,ME_vs_MI,erds_band,hand_open,C4,beta,ME,MI,4,-1.311462931488463,-0.07544055781951481,-0.6705993139834814,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,movement,C4,beta,ME,MI,4,-1.0309361092997946,-0.30037096626281107,-0.3611530821830902,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,rest,C4,beta,ME,MI,4,-0.2733807269585464,-0.4130339175292071,-0.15663113337537832,4.0,-0.2,0.875,0.9545454545454546,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_extension,Cz,beta,ME,MI,4,-1.0380628868378494,-0.3644431306246463,-0.6528468942816478,1.0,-0.8,0.25,0.42857142857142855,False
ME_vs_MI,ME_vs_MI,erds_band,elbow_flexion,Cz,beta,ME,MI,4,-1.5553164037791505,-0.5517887644135215,-0.6564162704425824,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,hand_close,Cz,beta,ME,MI,4,-1.0991308775674198,-0.4309268407786424,-0.6401649641431124,1.0,-0.8,0.25,0.42857142857142855,False
ME_vs_MI,ME_vs_MI,erds_band,hand_open,Cz,beta,ME,MI,4,-1.6489769215365053,-0.3793109241898559,-1.0280312036546766,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,movement,Cz,beta,ME,MI,4,-1.3508385384655832,-0.43161741500166656,-0.7443648331305048,0.0,-1.0,0.125,0.28125,False
ME_vs_MI,ME_vs_MI,erds_band,rest,Cz,beta,ME,MI,4,-0.01965163915507595,-0.5308534527698291,-0.026785028760451135,5.0,0.0,1.0,1.0,False
ME_vs_MI,ME_vs_MI,max_power,elbow_extension,C1,alpha,ME,MI,4,0.8007034657670239,0.7809062234276636,-0.008581550518225567,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_flexion,C1,alpha,ME,MI,4,0.7330436909437201,0.8214904557186182,-0.08844676477489805,1.0,-0.8,0.25,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_close,C1,alpha,ME,MI,4,0.6788498725737426,1.085482533934791,-0.4066326613610484,1.0,-0.8,0.25,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_open,C1,alpha,ME,MI,4,0.6832341793295024,0.9209724924187667,-0.2377383130892643,1.0,-0.8,0.25,0.9,False
ME_vs_MI,ME_vs_MI,max_power,movement,C1,alpha,ME,MI,4,0.7168631039391008,0.9022129263749599,-0.18534982243585907,1.0,-0.8,0.25,0.9,False
ME_vs_MI,ME_vs_MI,max_power,rest,C1,alpha,ME,MI,4,1.2118466370926606,1.1285494384639385,-0.10397114050103529,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_extension,C4,alpha,ME,MI,4,0.9999128782199732,0.9660919216374226,-0.09300903307371977,3.0,-0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_flexion,C4,alpha,ME,MI,4,1.0540753191547396,1.0524481061565225,-0.045006996471554817,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_close,C4,alpha,ME,MI,4,0.8946999346888702,1.279958878526829,-0.41066599442758434,1.0,-0.8,0.25,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_open,C4,alpha,ME,MI,4,0.9125187952212459,0.9489289435757526,-0.1797434940118638,2.0,-0.6,0.375,0.9,False
ME_vs_MI,ME_vs_MI,max_power,movement,C4,alpha,ME,MI,4,0.9645274188747925,1.044195646368962,-0.1821063794961807,2.0,-0.6,0.375,0.9,False
ME_vs_MI,ME_vs_MI,max_power,rest,C4,alpha,ME,MI,4,1.6283072878777891,1.2382519816798583,-0.04907113305063987,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_extension,Cz,alpha,ME,MI,4,1.348267597259007,1.510870963264114,-0.16260336600510705,1.0,-0.8,0.25,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_flexion,Cz,alpha,ME,MI,4,1.2824416222573911,1.616021201527841,-0.3335795792704498,0.0,-1.0,0.125,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_close,Cz,alpha,ME,MI,4,1.3205948810580665,1.761822790978544,-0.31697546092995826,0.0,-1.0,0.125,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_open,Cz,alpha,ME,MI,4,1.19570417432147,1.6017300358772684,-0.32273598763282685,0.0,-1.0,0.125,0.9,False
ME_vs_MI,ME_vs_MI,max_power,movement,Cz,alpha,ME,MI,4,1.2867520687239835,1.6226112479119417,-0.33585917918795816,0.0,-1.0,0.125,0.9,False
ME_vs_MI,ME_vs_MI,max_power,rest,Cz,alpha,ME,MI,4,2.0738864648108235,1.8683899101404777,0.1410649796694048,3.0,0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_extension,C1,beta,ME,MI,4,0.4458883462124233,0.4458834632426135,-0.03991086877169393,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_flexion,C1,beta,ME,MI,4,0.45344438930695125,0.46399955456182085,-0.052410348652787375,3.0,-0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_close,C1,beta,ME,MI,4,0.4646261396567892,0.4629188832442502,-0.05486527838212034,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_open,C1,beta,ME,MI,4,0.423699309542547,0.46081279513516016,-0.058171001802625064,3.0,-0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,movement,C1,beta,ME,MI,4,0.4469145461796777,0.45840367404596116,-0.05133937440230668,3.0,-0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,rest,C1,beta,ME,MI,4,0.7715677652639379,0.5556645096777872,0.01865400248557908,3.0,0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_extension,C4,beta,ME,MI,4,0.9042152528524331,0.9636921788808059,-0.08776158698274884,3.0,-0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_flexion,C4,beta,ME,MI,4,0.9136245093562491,0.9012437801653101,-0.03469080273511062,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_close,C4,beta,ME,MI,4,0.9482645286922449,0.7979702300636593,0.033604000129054054,3.0,0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_open,C4,beta,ME,MI,4,0.844586897850989,0.8752504845362077,-0.08970926294856929,2.0,-0.6,0.375,0.9,False
ME_vs_MI,ME_vs_MI,max_power,movement,C4,beta,ME,MI,4,0.902672797187979,0.8845391684114957,-0.04463941313434365,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,rest,C4,beta,ME,MI,4,1.4266512182711022,1.0612106828423253,0.060997181372589915,2.0,0.6,0.375,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_extension,Cz,beta,ME,MI,4,0.829595686340005,0.8974003545969902,-0.06264845074890299,3.0,-0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,elbow_flexion,Cz,beta,ME,MI,4,0.7875436714513311,0.8270609665881492,-0.02074977428874327,5.0,0.0,1.0,1.0,False
ME_vs_MI,ME_vs_MI,max_power,hand_close,Cz,beta,ME,MI,4,0.8236455435307782,0.922254116221449,-0.0028249585180315923,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,hand_open,Cz,beta,ME,MI,4,0.7040858706453492,0.9505755400525725,-0.1225390062361371,3.0,-0.4,0.625,0.9,False
ME_vs_MI,ME_vs_MI,max_power,movement,Cz,beta,ME,MI,4,0.7862176929918658,0.8993227443647902,-0.05502118595297396,4.0,-0.2,0.875,0.9,False
ME_vs_MI,ME_vs_MI,max_power,rest,Cz,beta,ME,MI,4,0.970619345945805,0.8932730730582294,0.18082020898848147,2.0,0.6,0.375,0.9,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_extension,C1,alpha,ME,MI,4,10.189829247801713,10.07961685044862,-0.01781879296120792,5.0,0.0,1.0,1.0,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_flexion,C1,alpha,ME,MI,4,10.244115211974744,10.117173212294436,0.05510988420435137,3.0,0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,hand_close,C1,alpha,ME,MI,4,10.267985775385103,10.102368963480414,0.15861579145830706,0.0,1.0,0.125,0.75,False
ME_vs_MI,ME_vs_MI,median_freq,hand_open,C1,alpha,ME,MI,4,10.221270840493508,10.107772409923697,0.047280408844362576,3.0,0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,movement,C1,alpha,ME,MI,4,10.232927595905622,10.10173285903679,0.05074621007026181,3.0,0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,rest,C1,alpha,ME,MI,4,10.195924151361062,10.08032178329759,0.09219580479006773,4.0,0.2,0.875,0.984375,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_extension,C4,alpha,ME,MI,4,10.650415960516089,10.43354203816404,-0.14781686486026402,4.0,-0.2,0.875,0.984375,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_flexion,C4,alpha,ME,MI,4,10.662717377158646,10.45339629390241,-0.0450900376698824,4.0,-0.2,0.875,0.984375,False
ME_vs_MI,ME_vs_MI,median_freq,hand_close,C4,alpha,ME,MI,4,10.51972326041533,10.453714273897456,0.1140273397169107,3.0,0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,hand_open,C4,alpha,ME,MI,4,10.51313474238178,10.409842511925145,0.03814657747273209,4.0,0.2,0.875,0.984375,False
ME_vs_MI,ME_vs_MI,median_freq,movement,C4,alpha,ME,MI,4,10.58649783511796,10.437623779472261,-0.046453650091836884,4.0,-0.2,0.875,0.984375,False
ME_vs_MI,ME_vs_MI,median_freq,rest,C4,alpha,ME,MI,4,10.54388493842253,10.445886954399446,0.11501063674087053,1.0,0.8,0.25,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_extension,Cz,alpha,ME,MI,4,10.126721530317155,9.998690516727256,0.06978835136812478,0.0,1.0,0.125,0.75,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_flexion,Cz,alpha,ME,MI,4,10.078141797825044,9.950329976671089,0.13770688166442469,0.0,1.0,0.125,0.75,False
ME_vs_MI,ME_vs_MI,median_freq,hand_close,Cz,alpha,ME,MI,4,10.087101701384057,9.945329152884717,0.10175899698368518,0.0,1.0,0.125,0.75,False
ME_vs_MI,ME_vs_MI,median_freq,hand_open,Cz,alpha,ME,MI,4,10.11760703629379,10.0171711687575,0.03389007216554418,3.0,0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,movement,Cz,alpha,ME,MI,4,10.126079230548543,9.97788020376014,0.07912255695899795,0.0,1.0,0.125,0.75,False
ME_vs_MI,ME_vs_MI,median_freq,rest,Cz,alpha,ME,MI,4,10.06959668087869,9.949005731682634,0.08854506036386312,3.0,0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_extension,C1,beta,ME,MI,4,20.402529278954134,20.520728358111462,-0.42208845299168196,0.0,-1.0,0.125,0.75,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_flexion,C1,beta,ME,MI,4,20.42388036183161,20.469006460075686,-0.4082443504854236,3.0,-0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,hand_close,C1,beta,ME,MI,4,20.259079126442664,20.285857647359194,-0.14088372858697795,3.0,-0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,hand_open,C1,beta,ME,MI,4,20.41044509756528,20.54368276003484,-0.2699567436890291,3.0,-0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,movement,C1,beta,ME,MI,4,20.42005075469553,20.445250973267203,-0.27735038182824034,3.0,-0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,rest,C1,beta,ME,MI,4,20.442832991055433,20.365514707917356,-0.31890438351433836,3.0,-0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_extension,C4,beta,ME,MI,4,19.91304167183913,20.392891426346573,-0.19033998566474253,3.0,-0.4,0.625,0.9782608695652174,False
ME_vs_MI,ME_vs_MI,median_freq,elbow_flexion,C4,beta,ME,MI,4,20.20745060888387,20.199201668841575,0.008248940042296482,5.0,0.0,1.0,1.0,False
ME_vs_MI,ME_vs_MI,median_freq,hand_close,C4,beta,ME,MI,4,19.883788834408286,20.14997524313478,0.0294515903573771,5.0,0.0,1.0,1.0,False
ME_vs_MI,ME_vs_MI,median_freq,hand_open,C4,beta,ME,MI,4,19.883034845283305,20.137610961164576,-0.0804202192788317,5.0,0.0,1.0,1.0,False
